산북면                                  0178      경기도    여주시                        Y                               
점동면                                  0179      경기도    여주시                        Y                               
흥천면                                  0180      경기도    여주시                        Y                               
군남면                                  0181      경기도    연천군                        Y                               
미산면                                  0182      경기도    연천군                        Y                               
백학면                                  0183      경기도    연천군                        Y                               
신서면                                  0184      경기도    연천군                        Y                               
연천읍                                  0185      경기도    연천군                        Y                               
왕징면                                  0186      경기도    연천군                        Y                               
장남면                                  0187      경기도    연천군                        Y                               
전곡읍                                  0188      경기도    연천군                        Y                               
중면                                    0189      경기도    연천군                        Y                               
청산면                                  0190      경기도    연천군                        Y                               
남사면                                  0191      경기도    용인시 처�                    Y                               
모현면                                  0192      경기도    용인시 처�                    Y                               
백암면                                  0193      경기도    용인시 처�                    Y                               
양지면                                  0194      경기도    용인시 처�                    Y                               
원삼면                                  0195      경기도    용인시 처�                    Y                               
이동면                                  0196      경기도    용인시 처�                    Y                               
포곡읍                                  0197      경기도    용인시 처�                    Y                               
대월면                                  0198      경기도    이천시                        Y                               
마장면                                  0199      경기도    이천시                        Y                               
모가면                                  0200      경기도    이천시                        Y                               
백사면                                  0201      경기도    이천시                        Y                               
부발읍                                  0202      경기도    이천시                        Y                               
설성면                                  0203      경기도    이천시                        Y                               
신둔면                                  0204      경기도    이천시                        Y                               
율면                                    0205      경기도    이천시                        Y                               
장호원읍                                0206      경기도    이천시                        Y                               
호법면                                  0207      경기도    이천시                        Y                               
광탄면                                  0208      경기도    파주시                        Y                               
군내면                                  0209      경기도    파주시                        Y                               
문산읍                                  0210      경기도    파주시                        Y                               
법원읍                                  0211      경기도    파주시                        Y                               
월롱면                                  0212      경기도    파주시                        Y                               
장단면                                  0213      경기도    파주시                        Y                               
적성면                                  0214      경기도    파주시                        Y                               
조리읍                                  0215      경기도    파주시                        Y                               
진동면                                  0216      경기도    파주시                        Y                               
탄현면                                  0217      경기도    파주시                        Y                               
파주읍                                  0218      경기도    파주시                        Y                               
파평면                                  0219      경기도    파주시                        Y                               
고덕면                                  0220      경기도    평택시                        Y                               
서탄면                                  0221      경기도    평택시                        Y                               
안중읍                                  0222      경기도    평택시                        Y                               
오성면                                  0223      경기도    평택시                        Y                               
진위면                                  0224      경기도    평택시                        Y                               
청북면                                  0225      경기도    평택시                        Y                               
팽성읍                                  0226      경기도    평택시                        Y                               
포승읍                                  0227      경기도    평택시                        Y                               
현덕면                                  0228      경기도    평택시                        Y                               
가산면                                  0229      경기도    포천시                        Y                               
관인면                                  0230      경기도    포천시                        Y                               
군내면                                  0231      경기도    포천시                        Y                               
내촌면                                  0232      경기도    포천시                        Y                               
소흘읍                                  0233      경기도    포천시                        Y                               
신북면                                  0234      경기도    포천시                        Y                               
영북면                                  0235      경기도    포천시                        Y                               
영중면                                  0236      경기도    포천시                        Y                               
이동면                                  0237      경기도    포천시                        Y                               
일동면                                  0238      경기도    포천시                        Y                               
창수면                                  0239      경기도    포천시                        Y                               
화현면                                  0240      경기도    포천시                        Y                               
남양읍                                  0241      경기도    화성시                        Y                               
동탄면                                  0242      경기도    화성시                        Y                               
마도면                                  0243      경기도    화성시                        Y                               
매송면                                  0244      경기도    화성시                        Y                               
봉담읍                                  0245      경기도    화성시                        Y                               
비봉면                                  0246      경기도    화성시                        Y                               
서신면                                  0247      경기도    화성시                        Y                               
송산면                                  0248      경기도    화성시                        Y                               
양감면                                  0249      경기도    화성시                        Y                               
우정읍                                  0250      경기도    화성시                        Y                               
장안면                                  0251      경기도    화성시                        Y                               
정남면                                  0252      경기도    화성시                        Y                               
팔탄면                                  0253      경기도    화성시                        Y                               
향남읍                                  0254      경기도    화성시                        Y                               
거제면                                  0255      경상남도  거제시                        Y                               
남부면                                  0256      경상남도  거제시                        Y                               
동부면                                  0257      경상남도  거제시                        Y                               
둔덕면                                  0258      경상남도  거제시                        Y                               
사등면                                  0259      경상남도  거제시                        Y                               
연초면                                  0260      경상남도  거제시                        Y                               
일운면                                  0261      경상남도  거제시                        Y                               
장목면                                  0262      경상남도  거제시                        Y                               
하청면                                  0263      경상남도  거제시                        Y                               
가북면                                  0264      경상남도  거창군                        Y                               
가조면                                  0265      경상남도  거창군                        Y                               
거창읍                                  0266      경상남도  거창군                        Y                               
고제면                                  0267      경상남도  거창군                        Y                               
남상면                                  0268      경상남도  거창군                        Y                               
남하면                                  0269      경상남도  거창군                        Y                               
마리면                                  0270      경상남도  거창군                        Y                               
북상면                                  0271      경상남도  거창군                        Y                               
신원면                                  0272      경상남도  거창군                        Y                               
웅양면                                  0273      경상남도  거창군                        Y                               
위천면                                  0274      경상남도  거창군                        Y                               
주상면                                  0275      경상남도  거창군                        Y                               
개천면                                  0276      경상남도  고성군                        Y                               
거류면                                  0277      경상남도  고성군                        Y                               
고성읍                                  0278      경상남도  고성군                        Y                               
구만면                                  0279      경상남도  고성군                        Y                               
대가면                                  0280      경상남도  고성군                        Y                               
동해면                                  0281      경상남도  고성군                        Y                               
마암면                                  0282      경상남도  고성군                        Y                               
삼산면                                  0283      경상남도  고성군                        Y                               
상리면                                  0284      경상남도  고성군                        Y                               
영오면                                  0285      경상남도  고성군                        Y                               
영현면                                  0286      경상남도  고성군                        Y                               
하이면                                  0287      경상남도  고성군                        Y                               
하일면                                  0288      경상남도  고성군                        Y                               
회화면                                  0289      경상남도  고성군                        Y                               
대동면                                  0290      경상남도  김해시                        Y                               
상동면                                  0291      경상남도  김해시                        Y                               
생림면                                  0292      경상남도  김해시                        Y                               
주촌면                                  0293      경상남도  김해시                        Y                               
진례면                                  0294      경상남도  김해시                        Y                               
진영읍                                  0295      경상남도  김해시                        Y                               
한림면                                  0296      경상남도  김해시                        Y                               
고현면                                  0297      경상남도  남해군                        Y                               
남면                                    0298      경상남도  남해군                        Y                               
남해읍                                  0299      경상남도  남해군                        Y                               
미조면                                  0300      경상남도  남해군                        Y                               
삼동면                                  0301      경상남도  남해군                        Y                               
상주면                                  0302      경상남도  남해군                        Y                               
서면                                    0303      경상남도  남해군                        Y                               
설천면                                  0304      경상남도  남해군                        Y                               
이동면                                  0305      경상남도  남해군                        Y                               
창선면                                  0306      경상남도  남해군                        Y                               
단장면                                  0307      경상남도  밀양시                        Y                               
무안면                                  0308      경상남도  밀양시                        Y                               
부북면                                  0309      경상남도  밀양시                        Y                               
산내면                                  0310      경상남도  밀양시                        Y                               
산외면                                  0311      경상남도  밀양시                        Y                               
삼랑진읍                                0312      경상남도  밀양시                        Y                               
상남면                                  0313      경상남도  밀양시                        Y                               
상동면                                  0314      경상남도  밀양시                        Y                               
청도면                                  0315      경상남도  밀양시                        Y                               
초동면                                  0316      경상남도  밀양시                        Y                               
하남읍                                  0317      경상남도  밀양시                        Y                               
곤명면                                  0318      경상남도  사천시                        Y                               
곤양면                                  0319      경상남도  사천시                        Y                               
사남면                                  0320      경상남도  사천시                        Y                               
사천읍                                  0321      경상남도  사천시                        Y                               
서포면                                  0322      경상남도  사천시                        Y                               
용현면                                  0323      경상남도  사천시                        Y                               
정동면                                  0324      경상남도  사천시                        Y                               
축동면                                  0325      경상남도  사천시                        Y                               
금서면                                  0326      경상남도  산청군                        Y                               
단성면                                  0327      경상남도  산청군                        Y                               
산청읍                                  0328      경상남도  산청군                        Y                               
삼장면                                  0329      경상남도  산청군                        Y                               
생비량면                                0330      경상남도  산청군                        Y                               
생초면                                  0331      경상남도  산청군                        Y                               
시천면                                  0332      경상남도  산청군                        Y                               
신등면                                  0333      경상남도  산청군                        Y                               
신안면                                  0334      경상남도  산청군                        Y                               
오부면                                  0335      경상남도  산청군                        Y                               
차황면                                  0336      경상남도  산청군                        Y                               
동면                                    0337      경상남도  양산시                        Y                               
물금읍                                  0338      경상남도  양산시                        Y                               
상북면                                  0339      경상남도  양산시                        Y                               
원동면                                  0340      경상남도  양산시                        Y                               
하북면                                  0341      경상남도  양산시                        Y                               
